stage_id,decision_id,stage_sequence,stage_name,stage_timestamp,stage_status,metric_label,metric_value,payload_summary
STG-DEC-00020-04,DEC-00020,4,OPTIMIZE,2026-06-21 05:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00020-05,DEC-00020,5,DECIDE,2026-06-21 05:00:21,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00020-06,DEC-00020,6,EXECUTE,2026-06-21 05:00:23,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00020-07,DEC-00020,7,VERIFY,2026-06-21 05:45:21,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00020-08,DEC-00020,8,LOG,2026-06-21 05:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00021-01,DEC-00021,1,SIGNAL,2026-06-21 09:59:50,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00021-02,DEC-00021,2,PREDICT,2026-06-21 09:59:59,COMPLETED,Predicted Dwell Blowout,81m turnaround (+16m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00021-03,DEC-00021,3,DIAGNOSE,2026-06-21 10:00:05,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00021-04,DEC-00021,4,OPTIMIZE,2026-06-21 10:00:11,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00021-05,DEC-00021,5,DECIDE,2026-06-21 10:00:17,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00021-06,DEC-00021,6,EXECUTE,2026-06-21 10:00:19,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00021-07,DEC-00021,7,VERIFY,2026-06-21 10:45:17,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00021-08,DEC-00021,8,LOG,2026-06-21 10:45:24,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00022-01,DEC-00022,1,SIGNAL,2026-06-22 03:00:11,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00022-02,DEC-00022,2,PREDICT,2026-06-22 03:00:20,COMPLETED,Predicted Dwell Blowout,89m turnaround (+31m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00022-03,DEC-00022,3,DIAGNOSE,2026-06-22 03:00:26,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS25
STG-DEC-00022-04,DEC-00022,4,OPTIMIZE,2026-06-22 03:00:32,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -23m recovery
STG-DEC-00022-05,DEC-00022,5,DECIDE,2026-06-22 03:00:38,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00022-06,DEC-00022,6,EXECUTE,2026-06-22 03:00:40,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00022-07,DEC-00022,7,VERIFY,2026-06-22 03:45:38,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00022-08,DEC-00022,8,LOG,2026-06-22 03:45:45,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00023-01,DEC-00023,1,SIGNAL,2026-06-22 05:00:11,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00023-02,DEC-00023,2,PREDICT,2026-06-22 05:00:20,COMPLETED,Predicted Dwell Blowout,83m turnaround (+18m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00023-03,DEC-00023,3,DIAGNOSE,2026-06-22 05:00:26,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00023-04,DEC-00023,4,OPTIMIZE,2026-06-22 05:00:32,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -13m recovery
STG-DEC-00023-05,DEC-00023,5,DECIDE,2026-06-22 05:00:38,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00023-06,DEC-00023,6,EXECUTE,2026-06-22 05:00:40,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00023-07,DEC-00023,7,VERIFY,2026-06-22 05:45:38,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00023-08,DEC-00023,8,LOG,2026-06-22 05:45:45,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00024-01,DEC-00024,1,SIGNAL,2026-06-22 11:00:04,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00024-02,DEC-00024,2,PREDICT,2026-06-22 11:00:13,COMPLETED,Predicted Dwell Blowout,76m turnaround (+26m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00024-03,DEC-00024,3,DIAGNOSE,2026-06-22 11:00:19,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS27
STG-DEC-00024-04,DEC-00024,4,OPTIMIZE,2026-06-22 11:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -19m recovery
STG-DEC-00024-05,DEC-00024,5,DECIDE,2026-06-22 11:00:31,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00024-06,DEC-00024,6,EXECUTE,2026-06-22 11:00:33,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00024-07,DEC-00024,7,VERIFY,2026-06-22 11:45:31,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00024-08,DEC-00024,8,LOG,2026-06-22 11:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00025-01,DEC-00025,1,SIGNAL,2026-06-22 15:59:57,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00025-02,DEC-00025,2,PREDICT,2026-06-22 16:00:06,COMPLETED,Predicted Dwell Blowout,90m turnaround (+18m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00025-03,DEC-00025,3,DIAGNOSE,2026-06-22 16:00:12,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at KOT-PS1
STG-DEC-00025-04,DEC-00025,4,OPTIMIZE,2026-06-22 16:00:18,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -13m recovery
STG-DEC-00025-05,DEC-00025,5,DECIDE,2026-06-22 16:00:24,BLOCKED,L1_ADVISORY Policy Check,Status: BLOCKED_BY_POLICY,Autonomy rule evaluation completed
STG-DEC-00025-06,DEC-00025,6,EXECUTE,2026-06-22 16:00:26,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00025-07,DEC-00025,7,VERIFY,2026-06-22 16:45:24,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00025-08,DEC-00025,8,LOG,2026-06-22 16:45:31,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00026-01,DEC-00026,1,SIGNAL,2026-06-22 18:00:02,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00026-02,DEC-00026,2,PREDICT,2026-06-22 18:00:11,COMPLETED,Predicted Dwell Blowout,110m turnaround (+45m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00026-03,DEC-00026,3,DIAGNOSE,2026-06-22 18:00:17,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00026-04,DEC-00026,4,OPTIMIZE,2026-06-22 18:00:23,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -33m recovery
STG-DEC-00026-05,DEC-00026,5,DECIDE,2026-06-22 18:00:29,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00026-06,DEC-00026,6,EXECUTE,2026-06-22 18:00:31,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00026-07,DEC-00026,7,VERIFY,2026-06-22 18:45:29,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00026-08,DEC-00026,8,LOG,2026-06-22 18:45:36,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00027-01,DEC-00027,1,SIGNAL,2026-06-24 01:59:51,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00027-02,DEC-00027,2,PREDICT,2026-06-24 02:00:00,COMPLETED,Predicted Dwell Blowout,88m turnaround (+30m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00027-03,DEC-00027,3,DIAGNOSE,2026-06-24 02:00:06,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS25
STG-DEC-00027-04,DEC-00027,4,OPTIMIZE,2026-06-24 02:00:12,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -22m recovery
STG-DEC-00027-05,DEC-00027,5,DECIDE,2026-06-24 02:00:18,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00027-06,DEC-00027,6,EXECUTE,2026-06-24 02:00:20,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00027-07,DEC-00027,7,VERIFY,2026-06-24 02:45:18,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00027-08,DEC-00027,8,LOG,2026-06-24 02:45:25,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00028-01,DEC-00028,1,SIGNAL,2026-06-24 04:00:04,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00028-02,DEC-00028,2,PREDICT,2026-06-24 04:00:13,COMPLETED,Predicted Dwell Blowout,79m turnaround (+14m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00028-03,DEC-00028,3,DIAGNOSE,2026-06-24 04:00:19,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS10
STG-DEC-00028-04,DEC-00028,4,OPTIMIZE,2026-06-24 04:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -10m recovery
STG-DEC-00028-05,DEC-00028,5,DECIDE,2026-06-24 04:00:31,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00028-06,DEC-00028,6,EXECUTE,2026-06-24 04:00:33,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00028-07,DEC-00028,7,VERIFY,2026-06-24 04:45:31,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00028-08,DEC-00028,8,LOG,2026-06-24 04:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00029-01,DEC-00029,1,SIGNAL,2026-06-24 08:00:04,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00029-02,DEC-00029,2,PREDICT,2026-06-24 08:00:13,COMPLETED,Predicted Dwell Blowout,75m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00029-03,DEC-00029,3,DIAGNOSE,2026-06-24 08:00:19,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS10
STG-DEC-00029-04,DEC-00029,4,OPTIMIZE,2026-06-24 08:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00029-05,DEC-00029,5,DECIDE,2026-06-24 08:00:31,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00029-06,DEC-00029,6,EXECUTE,2026-06-24 08:00:33,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00029-07,DEC-00029,7,VERIFY,2026-06-24 08:45:31,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00029-08,DEC-00029,8,LOG,2026-06-24 08:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00030-01,DEC-00030,1,SIGNAL,2026-06-24 09:59:56,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00030-02,DEC-00030,2,PREDICT,2026-06-24 10:00:05,COMPLETED,Predicted Dwell Blowout,63m turnaround (+13m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00030-03,DEC-00030,3,DIAGNOSE,2026-06-24 10:00:11,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS27
STG-DEC-00030-04,DEC-00030,4,OPTIMIZE,2026-06-24 10:00:17,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00030-05,DEC-00030,5,DECIDE,2026-06-24 10:00:23,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00030-06,DEC-00030,6,EXECUTE,2026-06-24 10:00:25,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00030-07,DEC-00030,7,VERIFY,2026-06-24 10:45:23,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00030-08,DEC-00030,8,LOG,2026-06-24 10:45:30,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00031-01,DEC-00031,1,SIGNAL,2026-06-25 01:59:52,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00031-02,DEC-00031,2,PREDICT,2026-06-25 02:00:01,COMPLETED,Predicted Dwell Blowout,92m turnaround (+20m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00031-03,DEC-00031,3,DIAGNOSE,2026-06-25 02:00:07,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at KOT-PS1
STG-DEC-00031-04,DEC-00031,4,OPTIMIZE,2026-06-25 02:00:13,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00031-05,DEC-00031,5,DECIDE,2026-06-25 02:00:19,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00031-06,DEC-00031,6,EXECUTE,2026-06-25 02:00:21,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00031-07,DEC-00031,7,VERIFY,2026-06-25 02:45:19,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00031-08,DEC-00031,8,LOG,2026-06-25 02:45:26,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00032-01,DEC-00032,1,SIGNAL,2026-06-25 14:59:56,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00032-02,DEC-00032,2,PREDICT,2026-06-25 15:00:05,COMPLETED,Predicted Dwell Blowout,91m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00032-03,DEC-00032,3,DIAGNOSE,2026-06-25 15:00:11,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at KOT-PS1
STG-DEC-00032-04,DEC-00032,4,OPTIMIZE,2026-06-25 15:00:17,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00032-05,DEC-00032,5,DECIDE,2026-06-25 15:00:23,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00032-06,DEC-00032,6,EXECUTE,2026-06-25 15:00:25,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00032-07,DEC-00032,7,VERIFY,2026-06-25 15:45:23,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00032-08,DEC-00032,8,LOG,2026-06-25 15:45:30,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00033-01,DEC-00033,1,SIGNAL,2026-06-26 12:00:16,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00033-02,DEC-00033,2,PREDICT,2026-06-26 12:00:25,COMPLETED,Predicted Dwell Blowout,93m turnaround (+35m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00033-03,DEC-00033,3,DIAGNOSE,2026-06-26 12:00:31,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS25
STG-DEC-00033-04,DEC-00033,4,OPTIMIZE,2026-06-26 12:00:37,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -26m recovery
STG-DEC-00033-05,DEC-00033,5,DECIDE,2026-06-26 12:00:43,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00033-06,DEC-00033,6,EXECUTE,2026-06-26 12:00:45,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00033-07,DEC-00033,7,VERIFY,2026-06-26 12:45:43,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00033-08,DEC-00033,8,LOG,2026-06-26 12:45:50,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00034-01,DEC-00034,1,SIGNAL,2026-06-26 15:59:54,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00034-02,DEC-00034,2,PREDICT,2026-06-26 16:00:03,COMPLETED,Predicted Dwell Blowout,62m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00034-03,DEC-00034,3,DIAGNOSE,2026-06-26 16:00:09,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS27
STG-DEC-00034-04,DEC-00034,4,OPTIMIZE,2026-06-26 16:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00034-05,DEC-00034,5,DECIDE,2026-06-26 16:00:21,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00034-06,DEC-00034,6,EXECUTE,2026-06-26 16:00:23,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00034-07,DEC-00034,7,VERIFY,2026-06-26 16:45:21,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00034-08,DEC-00034,8,LOG,2026-06-26 16:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00035-01,DEC-00035,1,SIGNAL,2026-06-26 18:59:48,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00035-02,DEC-00035,2,PREDICT,2026-06-26 18:59:57,COMPLETED,Predicted Dwell Blowout,83m turnaround (+11m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00035-03,DEC-00035,3,DIAGNOSE,2026-06-26 19:00:03,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00035-04,DEC-00035,4,OPTIMIZE,2026-06-26 19:00:09,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -8m recovery
STG-DEC-00035-05,DEC-00035,5,DECIDE,2026-06-26 19:00:15,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00035-06,DEC-00035,6,EXECUTE,2026-06-26 19:00:17,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00035-07,DEC-00035,7,VERIFY,2026-06-26 19:45:15,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
